t, r_ref, qr_ref, r_act, qr_act, tau[0], tau[1]
1.882500, 0.219996, 1.570796, 0.190284, 1.571294, 18.355001, -20.398855
1.885000, 0.219191, 1.570796, 0.189019, 1.571286, 18.533375, -20.517697
1.887500, 0.218401, 1.570796, 0.187763, 1.571277, 18.711318, -20.636695
1.890000, 0.217625, 1.570796, 0.186516, 1.571268, 18.888553, -20.756036
1.892500, 0.216863, 1.570796, 0.185279, 1.571259, 19.065122, -20.875599
1.895000, 0.216116, 1.570796, 0.184052, 1.571250, 19.241620, -20.994660
1.897500, 0.215384, 1.570796, 0.182834, 1.571241, 19.418492, -21.112736
1.900000, 0.214668, 1.570796, 0.181627, 1.571232, 19.595671, -21.230004
1.902500, 0.213966, 1.570796, 0.180430, 1.571222, 19.773013, -21.346757
1.905000, 0.213280, 1.570796, 0.179244, 1.571213, 19.950451, -21.463161
1.907500, 0.212610, 1.570796, 0.178068, 1.571203, 20.127957, -21.579261
1.910000, 0.211956, 1.570796, 0.176904, 1.571193, 20.305494, -21.695029
1.912500, 0.211317, 1.570796, 0.175750, 1.571183, 20.510730, -21.782123
1.915000, 0.210695, 1.570796, 0.174608, 1.571171, 20.715724, -21.870391
1.917500, 0.210089, 1.570796, 0.173476, 1.571160, 20.893667, -21.987371
1.920000, 0.209500, 1.570796, 0.172357, 1.571149, 21.067937, -22.108209
1.922500, 0.208927, 1.570796, 0.171248, 1.571138, 21.243612, -22.227262
1.925000, 0.208371, 1.570796, 0.170152, 1.571126, 21.419444, -22.345508
1.927500, 0.207832, 1.570796, 0.169067, 1.571115, 21.597189, -22.460970
1.930000, 0.207309, 1.570796, 0.167995, 1.571104, 21.775908, -22.574678
1.932500, 0.206804, 1.570796, 0.166935, 1.571093, 21.954212, -22.688249
1.935000, 0.206316, 1.570796, 0.165888, 1.571081, 22.132464, -22.801522
1.937500, 0.205846, 1.570796, 0.164853, 1.571070, 22.311001, -22.914331
1.940000, 0.205393, 1.570796, 0.163831, 1.571059, 22.489651, -23.026938
1.942500, 0.204958, 1.570796, 0.162823, 1.571047, 22.668298, -23.139422
1.945000, 0.204540, 1.570796, 0.161827, 1.571036, 22.846872, -23.251736
1.947500, 0.204141, 1.570796, 0.160845, 1.571024, 23.025308, -23.363829
1.950000, 0.203759, 1.570796, 0.159877, 1.571012, 23.203632, -23.475623
1.952500, 0.203395, 1.570796, 0.158922, 1.571001, 23.393372, -23.576814
1.955000, 0.203049, 1.570796, 0.157981, 1.570988, 23.588542, -23.676168
1.957500, 0.202722, 1.570796, 0.157054, 1.570976, 23.763058, -23.797687
1.960000, 0.202413, 1.570796, 0.156140, 1.570964, 23.947156, -23.909321
1.962500, 0.202122, 1.570796, 0.155240, 1.570950, 24.200731, -23.953500
1.965000, 0.201850, 1.570796, 0.154354, 1.570935, 24.407760, -24.047784
1.967500, 0.201596, 1.570796, 0.153482, 1.570921, 24.578762, -24.178435
1.970000, 0.201360, 1.570796, 0.152625, 1.570908, 24.758855, -24.298312
1.972500, 0.201144, 1.570796, 0.151781, 1.570894, 24.934324, -24.422684
1.975000, 0.200946, 1.570796, 0.150953, 1.570882, 25.089173, -24.570849
1.977500, 0.200766, 1.570796, 0.150138, 1.570870, 25.248068, -24.713845
1.980000, 0.200606, 1.570796, 0.149340, 1.570857, 25.449557, -24.811588
1.982500, 0.200464, 1.570796, 0.148556, 1.570844, 25.653588, -24.906517
1.985000, 0.200341, 1.570796, 0.147788, 1.570831, 25.838480, -25.021240
1.987500, 0.200237, 1.570796, 0.147036, 1.570819, 26.022018, -25.137271
1.990000, 0.200152, 1.570796, 0.146300, 1.570806, 26.207842, -25.250909
1.992500, 0.200085, 1.570796, 0.145580, 1.570793, 26.392799, -25.365588
1.995000, 0.200038, 1.570796, 0.144876, 1.570780, 26.577687, -25.480705
1.997500, 0.200009, 1.570796, 0.144189, 1.570767, 26.762230, -25.596717
2.000000, 0.200000, 1.570796, 0.143518, 1.570754, 26.946474, -25.713677
2.002500, 0.200009, 1.570796, 0.142865, 1.570741, 27.131066, -25.830979
2.005000, 0.200038, 1.570796, 0.142228, 1.570728, 27.315937, -25.948732
2.007500, 0.200085, 1.570796, 0.141609, 1.570716, 27.501055, -26.067010
2.010000, 0.200152, 1.570796, 0.141008, 1.570703, 27.686600, -26.185701
2.012500, 0.200237, 1.570796, 0.140424, 1.570690, 27.872657, -26.304822
2.015000, 0.200341, 1.570796, 0.139858, 1.570677, 28.059316, -26.424411
2.017500, 0.200464, 1.570796, 0.139310, 1.570665, 28.246669, -26.544501
2.020000, 0.200606, 1.570796, 0.138780, 1.570652, 28.434773, -26.665137
2.022500, 0.200766, 1.570796, 0.138268, 1.570640, 28.623679, -26.786340
2.025000, 0.200946, 1.570796, 0.137775, 1.570627, 28.813431, -26.908115
2.027500, 0.201144, 1.570796, 0.137301, 1.570614, 29.004067, -27.030469
2.030000, 0.201360, 1.570796, 0.136846, 1.570602, 29.195633, -27.153414
2.032500, 0.201596, 1.570796, 0.136409, 1.570589, 29.388184, -27.276979
2.035000, 0.201850, 1.570796, 0.135993, 1.570577, 29.581776, -27.401207
2.037500, 0.202122, 1.570796, 0.135595, 1.570564, 29.776464, -27.526144
2.040000, 0.202413, 1.570796, 0.135217, 1.570551, 29.972297, -27.651836
2.042500, 0.202722, 1.570796, 0.134860, 1.570539, 30.169313, -27.778316
2.045000, 0.203049, 1.570796, 0.134522, 1.570526, 30.367542, -27.905608
2.047500, 0.203395, 1.570796, 0.134204, 1.570513, 30.567010, -28.033728
2.050000, 0.203759, 1.570796, 0.133907, 1.570500, 30.767746, -28.162698
2.052500, 0.204141, 1.570796, 0.133631, 1.570488, 30.969778, -28.292548
2.055000, 0.204540, 1.570796, 0.133375, 1.570475, 31.173140, -28.423316
2.057500, 0.204958, 1.570796, 0.133140, 1.570462, 31.377864, -28.555041
2.060000, 0.205393, 1.570796, 0.132927, 1.570449, 31.583977, -28.687762
2.062500, 0.205846, 1.570796, 0.132735, 1.570436, 31.791499, -28.821508
2.065000, 0.206316, 1.570796, 0.132564, 1.570423, 32.000443, -28.956301
2.067500, 0.206804, 1.570796, 0.132416, 1.570410, 32.210812, -29.092158
2.070000, 0.207309, 1.570796, 0.132289, 1.570397, 32.422608, -29.229098
2.072500, 0.207831, 1.570796, 0.132185, 1.570384, 32.636853, -29.366302
2.075000, 0.208371, 1.570796, 0.132103, 1.570370, 32.869415, -29.492297
2.077500, 0.208927, 1.570796, 0.132041, 1.570356, 33.124467, -29.611831
2.080000, 0.209500, 1.570796, 0.132000, 1.570342, 33.361030, -29.759620
2.082500, 0.210089, 1.570796, 0.131979, 1.570327, 33.591614, -29.915298
2.085000, 0.210695, 1.570796, 0.131981, 1.570313, 33.827508, -30.065972
2.087500, 0.211317, 1.570796, 0.132004, 1.570299, 34.055320, -30.224108
2.090000, 0.211956, 1.570796, 0.132049, 1.570283, 34.346540, -30.316444
2.092500, 0.212610, 1.570796, 0.132118, 1.570265, 34.648082, -30.399752
2.095000, 0.213280, 1.570796, 0.132209, 1.570248, 34.863674, -30.573737
2.097500, 0.213966, 1.570796, 0.132324, 1.570232, 35.098022, -30.730984
2.100000, 0.214667, 1.570796, 0.132462, 1.570216, 35.320207, -30.902235
2.102500, 0.215384, 1.570796, 0.132624, 1.570200, 35.546631, -31.070333
2.105000, 0.216116, 1.570796, 0.132810, 1.570185, 35.786052, -31.226885
2.107500, 0.216863, 1.570796, 0.133020, 1.570169, 36.018156, -31.393168
2.110000, 0.217625, 1.570796, 0.133255, 1.570154, 36.252136, -31.559820
2.112500, 0.218401, 1.570796, 0.133515, 1.570139, 36.489449, -31.725182
2.115000, 0.219191, 1.570796, 0.133800, 1.570124, 36.726564, -31.892495
2.117500, 0.219996, 1.570796, 0.134110, 1.570109, 36.964824, -32.059922
2.120000, 0.220815, 1.570796, 0.134446, 1.570094, 37.203376, -32.227977
2.122500, 0.221648, 1.570796, 0.134808, 1.570080, 37.441908, -32.396807
2.125000, 0.222494, 1.570796, 0.135196, 1.570065, 37.680687, -32.566146
2.127500, 0.223354, 1.570796, 0.135610, 1.570051, 37.919403, -32.736363
2.130000, 0.224227, 1.570796, 0.136051, 1.570037, 38.158067, -32.907393
2.132500, 0.225113, 1.570796, 0.136518, 1.570022, 38.396624, -33.079038
2.135000, 0.226011, 1.570796, 0.137013, 1.570008, 38.634795, -33.251143
2.137500, 0.226922, 1.570796, 0.137535, 1.569995, 38.872290, -33.423471
2.140000, 0.227846, 1.570796, 0.138084, 1.569981, 39.109032, -33.595580
2.142500, 0.228781, 1.570796, 0.138662, 1.569966, 39.381111, -33.727224
2.145000, 0.229729, 1.570796, 0.139268, 1.569951, 39.637671, -33.871746
2.147500, 0.230688, 1.570796, 0.139902, 1.569937, 39.855298, -34.054488
2.150000, 0.231658, 1.570796, 0.140565, 1.569923, 40.069633, -34.237910
2.152500, 0.232640, 1.570796, 0.141258, 1.569910, 40.293145, -34.408863
2.155000, 0.233632, 1.570796, 0.141979, 1.569896, 40.517411, -34.576202
2.157500, 0.234635, 1.570796, 0.142730, 1.569883, 40.737451, -34.744927
2.160000, 0.235648, 1.570796, 0.143510, 1.569870, 40.954372, -34.913247
2.162500, 0.236672, 1.570796, 0.144321, 1.569858, 41.169135, -35.079225
2.165000, 0.237706, 1.570796, 0.145160, 1.569845, 41.380947, -35.242693
2.167500, 0.238749, 1.570796, 0.146030, 1.569833, 41.588719, -35.403938
2.170000, 0.239801, 1.570796, 0.146931, 1.569821, 41.791873, -35.562968
2.172500, 0.240863, 1.570796, 0.147861, 1.569810, 41.990156, -35.719673
2.175000, 0.241933, 1.570796, 0.148823, 1.569799, 42.183341, -35.873981
2.177500, 0.243013, 1.570796, 0.149815, 1.569787, 42.371143, -36.025752
2.180000, 0.244100, 1.570796, 0.150837, 1.569777, 42.553192, -36.174679
2.182500, 0.245196, 1.570796, 0.151891, 1.569766, 42.728994, -36.320329
2.185000, 0.246299, 1.570796, 0.152975, 1.569756, 42.897953, -36.462238
2.187500, 0.247410, 1.570796, 0.154091, 1.569747, 43.059440, -36.600007
2.190000, 0.248528, 1.570796, 0.155237, 1.569737, 43.212881, -36.733337
2.192500, 0.249653, 1.570796, 0.156415, 1.569729, 43.346129, -36.873718
2.195000, 0.250785, 1.570796, 0.157624, 1.569721, 43.474028, -37.004611
2.197500, 0.251923, 1.570796, 0.158865, 1.569712, 43.627384, -37.095504
2.200000, 0.253067, 1.570796, 0.160136, 1.569705, 43.740302, -37.213973
2.202500, 0.254218, 1.570796, 0.161439, 1.569698, 43.837069, -37.332693
2.205000, 0.255373, 1.570796, 0.162773, 1.569691, 43.937249, -37.429569
2.207500, 0.256534, 1.570796, 0.164138, 1.569685, 44.024520, -37.520156
2.210000, 0.257701, 1.570796, 0.165533, 1.569680, 44.067969, -37.641624
2.212500, 0.258871, 1.570796, 0.166958, 1.569678, 44.058398, -37.816759
2.215000, 0.260047, 1.570796, 0.168411, 1.569677, 44.120299, -37.898114
2.217500, 0.261226, 1.570796, 0.169894, 1.569675, 44.178428, -37.958709
2.220000, 0.262409, 1.570796, 0.171407, 1.569673, 44.209591, -38.021540
2.222500, 0.263596, 1.570796, 0.172948, 1.569673, 44.226841, -38.072176
2.225000, 0.264786, 1.570796, 0.174519, 1.569672, 44.223689, -38.116374
2.227500, 0.265979, 1.570796, 0.176120, 1.569673, 44.200790, -38.152489
2.230000, 0.267174, 1.570796, 0.177749, 1.569674, 44.162631, -38.175278
2.232500, 0.268372, 1.570796, 0.179408, 1.569676, 44.104407, -38.189038
2.235000, 0.269572, 1.570796, 0.181095, 1.569679, 44.004989, -38.211108
2.237500, 0.270774, 1.570796, 0.182812, 1.569683, 43.912445, -38.194733
2.240000, 0.271978, 1.570796, 0.184557, 1.569688, 43.806426, -38.162643
2.242500, 0.273182, 1.570796, 0.186329, 1.569693, 43.673458, -38.127451
2.245000, 0.274388, 1.570796, 0.188130, 1.569699, 43.527230, -38.072918
2.247500, 0.275594, 1.570796, 0.189957, 1.569706, 43.367238, -37.998329
2.250000, 0.276800, 1.570796, 0.191811, 1.569713, 43.187717, -37.909171
2.252500, 0.278006, 1.570796, 0.193692, 1.569721, 42.989032, -37.805093
2.255000, 0.279212, 1.570796, 0.195597, 1.569730, 42.772199, -37.685392
2.257500, 0.280418, 1.570796, 0.197528, 1.569739, 42.536775, -37.550793
2.260000, 0.281622, 1.570796, 0.199482, 1.569749, 42.282510, -37.401368
2.262500, 0.282826, 1.570796, 0.201460, 1.569761, 41.976867, -37.270056
2.265000, 0.284027, 1.570796, 0.203460, 1.569774, 41.646600, -37.127057
2.267500, 0.285228, 1.570796, 0.205482, 1.569787, 41.332054, -36.928798
2.270000, 0.286426, 1.570796, 0.207525, 1.569801, 41.006133, -36.702929
2.272500, 0.287621, 1.570796, 0.209589, 1.569814, 40.660274, -36.458198
2.275000, 0.288814, 1.570796, 0.211673, 1.569829, 40.297160, -36.192729
2.277500, 0.290004, 1.570796, 0.213775, 1.569843, 39.914912, -35.910356
2.280000, 0.291191, 1.570796, 0.215895, 1.569858, 39.512642, -35.613848
2.282500, 0.292374, 1.570796, 0.218031, 1.569873, 39.092005, -35.302603
2.285000, 0.293553, 1.570796, 0.220182, 1.569889, 38.653902, -34.975889
2.287500, 0.294729, 1.570796, 0.222348, 1.569904, 38.198025, -34.633487
2.290000, 0.295899, 1.570796, 0.224527, 1.569921, 37.724033, -34.274962
2.292500, 0.297065, 1.570796, 0.226717, 1.569937, 37.231999, -33.899853
2.295000, 0.298226, 1.570796, 0.228919, 1.569954, 36.722434, -33.508128
2.297500, 0.299382, 1.570796, 0.231130, 1.569971, 36.196312, -33.100269
2.300000, 0.300532, 1.570796, 0.233350, 1.569989, 35.654942, -32.677122
2.302500, 0.301677, 1.570796, 0.235577, 1.570007, 35.089379, -32.266693
2.305000, 0.302815, 1.570796, 0.237805, 1.570027, 34.496454, -31.903673
2.307500, 0.303947, 1.570796, 0.240036, 1.570047, 33.924412, -31.493516
2.310000, 0.305072, 1.570796, 0.242267, 1.570067, 33.373885, -31.025355
2.312500, 0.306190, 1.570796, 0.244500, 1.570087, 32.813152, -30.534657
2.315000, 0.307301, 1.570796, 0.246731, 1.570106, 32.223396, -30.044375
2.317500, 0.308404, 1.570796, 0.248961, 1.570126, 31.612965, -29.548174
2.320000, 0.309500, 1.570796, 0.251189, 1.570146, 30.990937, -29.039165
2.322500, 0.310587, 1.570796, 0.253413, 1.570166, 30.352523, -28.523782
2.325000, 0.311666, 1.570796, 0.255633, 1.570186, 29.696012, -28.005999
2.327500, 0.312737, 1.570796, 0.257846, 1.570207, 29.037897, -27.474290
2.330000, 0.313799, 1.570796, 0.260053, 1.570227, 28.378718, -26.931610
2.332500, 0.314851, 1.570796, 0.262250, 1.570248, 27.717523, -26.381850
2.335000, 0.315894, 1.570796, 0.264437, 1.570268, 27.056903, -25.824866
2.337500, 0.316928, 1.570796, 0.266613, 1.570289, 26.399743, -25.260283
2.340000, 0.317951, 1.570796, 0.268775, 1.570309, 25.748709, -24.688158
2.342500, 0.318965, 1.570796, 0.270924, 1.570328, 25.105715, -24.109782
2.345000, 0.319968, 1.570796, 0.273056, 1.570347, 24.472724, -23.526521
2.347500, 0.320960, 1.570796, 0.275171, 1.570365, 23.846486, -22.944916
2.350000, 0.321942, 1.570796, 0.277266, 1.570382, 23.221696, -22.372263
2.352500, 0.322912, 1.570796, 0.279342, 1.570400, 22.592767, -21.815111
2.355000, 0.323871, 1.570796, 0.281396, 1.570416, 21.983638, -21.247545
2.357500, 0.324819, 1.570796, 0.283427, 1.570432, 21.387380, -20.692619
2.360000, 0.325754, 1.570796, 0.285432, 1.570449, 20.797147, -20.200154
2.362500, 0.326678, 1.570796, 0.287408, 1.570465, 20.236950, -19.696986
2.365000, 0.327589, 1.570796, 0.289357, 1.570480, 19.699262, -19.181843
2.367500, 0.328487, 1.570796, 0.291277, 1.570494, 19.171634, -18.671504
2.370000, 0.329373, 1.570796, 0.293168, 1.570508, 18.643571, -18.181061
2.372500, 0.330246, 1.570796, 0.295028, 1.570521, 18.120505, -17.706842
2.375000, 0.331106, 1.570796, 0.296858, 1.570535, 17.610220, -17.241156
2.377500, 0.331952, 1.570796, 0.298655, 1.570548, 17.115286, -16.782646
2.380000, 0.332785, 1.570796, 0.300421, 1.570560, 16.638211, -16.331221
2.382500, 0.333604, 1.570796, 0.302153, 1.570571, 16.186342, -15.883175
2.385000, 0.334408, 1.570796, 0.303851, 1.570582, 15.755610, -15.445255
2.387500, 0.335199, 1.570796, 0.305515, 1.570592, 15.344211, -15.021939
2.390000, 0.335975, 1.570796, 0.307143, 1.570601, 14.952333, -14.615023
2.392500, 0.336737, 1.570796, 0.308735, 1.570609, 14.580199, -14.225194
2.395000, 0.337484, 1.570796, 0.310290, 1.570616, 14.227456, -13.852547
2.397500, 0.338216, 1.570796, 0.311808, 1.570623, 13.892972, -13.496611
2.400000, 0.338932, 1.570796, 0.313288, 1.570629, 13.575897, -13.159780
2.402500, 0.339634, 1.570796, 0.314729, 1.570635, 13.281183, -12.863902
2.405000, 0.340320, 1.570796, 0.316131, 1.570640, 13.011414, -12.583204
2.407500, 0.340990, 1.570796, 0.317492, 1.570644, 12.762970, -12.310238
2.410000, 0.341644, 1.570796, 0.318815, 1.570648, 12.531018, -12.050180
2.412500, 0.342283, 1.570796, 0.320098, 1.570651, 12.314154, -11.805987
2.415000, 0.342905, 1.570796, 0.321342, 1.570654, 12.112875, -11.578312
2.417500, 0.343511, 1.570796, 0.322546, 1.570656, 11.927469, -11.367609
2.420000, 0.344100, 1.570796, 0.323710, 1.570657, 11.757726, -11.174396
2.422500, 0.344673, 1.570796, 0.324835, 1.570659, 11.603352, -10.998862
2.425000, 0.345229, 1.570796, 0.325920, 1.570660, 11.464210, -10.840737
2.427500, 0.345768, 1.570796, 0.326966, 1.570661, 11.340285, -10.699490
2.430000, 0.346291, 1.570796, 0.327972, 1.570661, 11.231632, -10.574528
2.432500, 0.346796, 1.570796, 0.328939, 1.570661, 11.138362, -10.465247
2.435000, 0.347284, 1.570796, 0.329867, 1.570661, 11.060453, -10.371167
2.437500, 0.347754, 1.570796, 0.330756, 1.570661, 10.995964, -10.293873
2.440000, 0.348207, 1.570796, 0.331606, 1.570661, 10.945712, -10.232883
2.442500, 0.348642, 1.570796, 0.332417, 1.570660, 10.916166, -10.179488
2.445000, 0.349060, 1.570796, 0.333190, 1.570659, 10.903552, -10.135448
2.447500, 0.349459, 1.570796, 0.333925, 1.570658, 10.898287, -10.107714
2.450000, 0.349841, 1.570796, 0.334622, 1.570657, 10.897353, -10.095849
2.452500, 0.350205, 1.570796, 0.335283, 1.570656, 10.901590, -10.096656
2.455000, 0.350551, 1.570796, 0.335906, 1.570655, 10.912044, -10.108432
2.457500, 0.350878, 1.570796, 0.336494, 1.570654, 10.929345, -10.130928
2.460000, 0.351187, 1.570796, 0.337046, 1.570653, 10.953832, -10.164156
2.462500, 0.351478, 1.570796, 0.337562, 1.570653, 10.985295, -10.207809
2.465000, 0.351750, 1.570796, 0.338044, 1.570652, 11.022688, -10.261167
2.467500, 0.352004, 1.570796, 0.338491, 1.570652, 11.064199, -10.323149
2.470000, 0.352240, 1.570796, 0.338905, 1.570653, 11.107650, -10.392453
2.472500, 0.352456, 1.570796, 0.339285, 1.570653, 11.150997, -10.467754
2.475000, 0.352654, 1.570796, 0.339634, 1.570654, 11.192711, -10.547934
2.477500, 0.352834, 1.570796, 0.339950, 1.570656, 11.231924, -10.632205
2.480000, 0.352994, 1.570796, 0.340236, 1.570658, 11.268331, -10.720103
2.482500, 0.353136, 1.570796, 0.340491, 1.570661, 11.301906, -10.811353
2.485000, 0.353259, 1.570796, 0.340717, 1.570665, 11.332573, -10.905678
2.487500, 0.353363, 1.570796, 0.340914, 1.570669, 11.359969, -11.002629
2.490000, 0.353448, 1.570796, 0.341082, 1.570673, 11.383364, -11.101508
2.492500, 0.353515, 1.570796, 0.341223, 1.570679, 11.401768, -11.201389
2.495000, 0.353562, 1.570796, 0.341336, 1.570685, 11.416347, -11.297877
2.497500, 0.353591, 1.570796, 0.341425, 1.570691, 11.437384, -11.352813
2.500000, 0.353600, 1.570796, 0.341490, 1.570698, 11.429713, -11.385628
2.502500, 0.353600, 1.570796, 0.341533, 1.570705, 11.512540, -11.589121
2.505000, 0.353600, 1.570796, 0.341553, 1.570714, 11.703856, -11.941960
2.507500, 0.353600, 1.570796, 0.341553, 1.570726, 11.887098, -12.356590
2.510000, 0.353600, 1.570796, 0.341534, 1.570741, 12.039339, -12.801735
2.512500, 0.353600, 1.570796, 0.341498, 1.570758, 12.183574, -13.231540
2.515000, 0.353600, 1.570796, 0.341446, 1.570776, 12.374250, -13.594323
2.517500, 0.353600, 1.570796, 0.341380, 1.570794, 12.604574, -13.909422
2.520000, 0.353600, 1.570796, 0.341301, 1.570812, 12.837892, -14.224654
2.522500, 0.353600, 1.570796, 0.341208, 1.570830, 13.063239, -14.549884
2.525000, 0.353600, 1.570796, 0.341104, 1.570848, 13.283174, -14.874815
2.527500, 0.353600, 1.570796, 0.340990, 1.570866, 13.497680, -15.191817
2.530000, 0.353600, 1.570796, 0.340866, 1.570884, 13.703500, -15.499240
2.532500, 0.353600, 1.570796, 0.340734, 1.570903, 13.900039, -15.796806
2.535000, 0.353600, 1.570796, 0.340595, 1.570921, 14.091841, -16.083147
2.537500, 0.353600, 1.570796, 0.340449, 1.570940, 14.279848, -16.359230
2.540000, 0.353600, 1.570796, 0.340298, 1.570958, 14.462588, -16.627548
2.542500, 0.353600, 1.570796, 0.340142, 1.570976, 14.638205, -16.890541
2.545000, 0.353600, 1.570796, 0.339982, 1.570994, 14.805786, -17.148852
2.547500, 0.353600, 1.570796, 0.339818, 1.571012, 14.965037, -17.402019
2.550000, 0.353600, 1.570796, 0.339652, 1.571030, 15.115845, -17.649263
2.552500, 0.353600, 1.570796, 0.339484, 1.571049, 15.258151, -17.889768
2.555000, 0.353600, 1.570796, 0.339314, 1.571067, 15.391936, -18.122760
2.557500, 0.353600, 1.570796, 0.339143, 1.571085, 15.517238, -18.347545
2.560000, 0.353600, 1.570796, 0.338973, 1.571104, 15.634149, -18.563540
2.562500, 0.353600, 1.570796, 0.338802, 1.571122, 15.742821, -18.770274
2.565000, 0.353600, 1.570796, 0.338632, 1.571141, 15.843454, -18.967402
2.567500, 0.353600, 1.570796, 0.338464, 1.571159, 15.936284, -19.154697
2.570000, 0.353600, 1.570796, 0.338297, 1.571178, 16.021574, -19.332037
2.572500, 0.353600, 1.570796, 0.338133, 1.571196, 16.099594, -19.499393
2.575000, 0.353600, 1.570796, 0.337971, 1.571214, 16.170612, -19.656815
2.577500, 0.353600, 1.570796, 0.337813, 1.571232, 16.234883, -19.804408
2.580000, 0.353600, 1.570796, 0.337658, 1.571250, 16.292643, -19.942323
2.582500, 0.353600, 1.570796, 0.337506, 1.571268, 16.344103, -20.070739
2.585000, 0.353600, 1.570796, 0.337358, 1.571286, 16.389452, -20.189855
2.587500, 0.353600, 1.570796, 0.337215, 1.571303, 16.428858, -20.299878
2.590000, 0.353600, 1.570796, 0.337076, 1.571320, 16.462474, -20.401022
2.592500, 0.353600, 1.570796, 0.336942, 1.571337, 16.490442, -20.493502
2.595000, 0.353600, 1.570796, 0.336812, 1.571353, 16.512904, -20.577534
2.597500, 0.353600, 1.570796, 0.336687, 1.571369, 16.530001, -20.653336
2.600000, 0.353600, 1.570796, 0.336568, 1.571385, 16.541884, -20.721129
2.602500, 0.353600, 1.570796, 0.336453, 1.571400, 16.548716, -20.781137
2.605000, 0.353600, 1.570796, 0.336344, 1.571415, 16.550671, -20.833591
2.607500, 0.353600, 1.570796, 0.336240, 1.571430, 16.547941, -20.878729
2.610000, 0.353600, 1.570796, 0.336141, 1.571444, 16.540729, -20.916797
2.612500, 0.353600, 1.570796, 0.336048, 1.571458, 16.529252, -20.948046
2.615000, 0.353600, 1.570796, 0.335960, 1.571471, 16.513736, -20.972736
2.617500, 0.353600, 1.570796, 0.335878, 1.571484, 16.494413, -20.991132
2.620000, 0.353600, 1.570796, 0.335801, 1.571497, 16.471520, -21.003504
2.622500, 0.353600, 1.570796, 0.335729, 1.571509, 16.445294, -21.010125
2.625000, 0.353600, 1.570796, 0.335663, 1.571521, 16.415973, -21.011266
2.627500, 0.353600, 1.570796, 0.335602, 1.571533, 16.383787, -21.007203
2.630000, 0.353600, 1.570796, 0.335546, 1.571544, 16.348966, -20.998206
2.632500, 0.353600, 1.570796, 0.335496, 1.571554, 16.311732, -20.984544
2.635000, 0.353600, 1.570796, 0.335450, 1.571564, 16.272300, -20.966485
2.637500, 0.353600, 1.570796, 0.335409, 1.571574, 16.230881, -20.944290
2.640000, 0.353600, 1.570796, 0.335373, 1.571583, 16.187677, -20.918217
2.642500, 0.353600, 1.570796, 0.335342, 1.571592, 16.142886, -20.888520
2.645000, 0.353600, 1.570796, 0.335315, 1.571601, 16.096700, -20.855454
2.647500, 0.353600, 1.570796, 0.335292, 1.571609, 16.049251, -20.821651
2.650000, 0.353600, 1.570796, 0.335274, 1.571617, 16.002507, -20.790804
2.652500, 0.353600, 1.570796, 0.335259, 1.571624, 15.958905, -20.761065
2.655000, 0.353600, 1.570796, 0.335247, 1.571631, 15.919304, -20.730623
2.657500, 0.353600, 1.570796, 0.335238, 1.571638, 15.883032, -20.699777
2.660000, 0.353600, 1.570796, 0.335232, 1.571644, 15.849264, -20.669623
2.662500, 0.353600, 1.570796, 0.335228, 1.571650, 15.817838, -20.639612
2.665000, 0.353600, 1.570796, 0.335226, 1.571656, 15.787464, -20.609880
2.667500, 0.353600, 1.570796, 0.335226, 1.571661, 15.758838, -20.579289
2.670000, 0.353600, 1.570796, 0.335229, 1.571665, 15.733466, -20.545298
2.672500, 0.353600, 1.570796, 0.335233, 1.571670, 15.711552, -20.506202
2.675000, 0.353600, 1.570796, 0.335239, 1.571673, 15.689728, -20.465793
2.677500, 0.353600, 1.570796, 0.335246, 1.571676, 15.667520, -20.425070
2.680000, 0.353600, 1.570796, 0.335256, 1.571679, 15.646136, -20.383142
2.682500, 0.353600, 1.570796, 0.335267, 1.571681, 15.627460, -20.337846
2.685000, 0.353600, 1.570796, 0.335279, 1.571683, 15.610437, -20.290522
2.687500, 0.353600, 1.570796, 0.335292, 1.571684, 15.592764, -20.244202
2.690000, 0.353600, 1.570796, 0.335307, 1.571685, 15.574025, -20.199687
2.692500, 0.353600, 1.570796, 0.335323, 1.571685, 15.554877, -20.156481
2.695000, 0.353600, 1.570796, 0.335340, 1.571686, 15.535870, -20.114202
2.697500, 0.353600, 1.570796, 0.335358, 1.571685, 15.517260, -20.072799
2.700000, 0.353600, 1.570796, 0.335377, 1.571685, 15.499227, -20.032294
2.702500, 0.353600, 1.570796, 0.335397, 1.571684, 15.481974, -19.992661
2.705000, 0.353600, 1.570796, 0.335417, 1.571683, 15.465701, -19.953861
2.707500, 0.353600, 1.570796, 0.335437, 1.571682, 15.450720, -19.915695
2.710000, 0.353600, 1.570796, 0.335458, 1.571681, 15.440643, -19.874007
2.712500, 0.353600, 1.570796, 0.335480, 1.571679, 15.439788, -19.824306
2.715000, 0.353600, 1.570796, 0.335502, 1.571676, 15.443611, -19.772446
2.717500, 0.353600, 1.570796, 0.335523, 1.571673, 15.448478, -19.722913
2.720000, 0.353600, 1.570796, 0.335545, 1.571669, 15.455146, -19.674936
2.722500, 0.353600, 1.570796, 0.335567, 1.571665, 15.463019, -19.629139
2.725000, 0.353600, 1.570796, 0.335588, 1.571661, 15.471361, -19.586215
2.727500, 0.353600, 1.570796, 0.335610, 1.571656, 15.479927, -19.546247
2.730000, 0.353600, 1.570796, 0.335630, 1.571651, 15.488760, -19.508990
