t,touch_FL, touch_FR, touch_RL, touch_RR
2.482500, 55.128948, 50.413414, 44.510763, 39.770752 
2.485000, 56.332039, 51.721583, 45.454625, 40.841995 
2.487500, 57.511970, 53.002175, 46.424299, 41.935543 
2.490000, 58.663387, 54.252951, 47.413950, 43.048505 
2.492500, 59.779937, 55.473379, 48.416474, 44.179483 
2.495000, 61.301483, 58.727328, 49.449070, 45.318869 
2.497500, 64.820170, 60.692822, 50.454501, 46.490617 
2.500000, 65.579805, 61.623634, 51.407235, 47.657076 
2.502500, 66.933863, 63.191543, 52.977706, 49.481615 
2.505000, 68.954520, 65.417389, 55.201774, 53.151712 
2.507500, 71.079188, 67.736879, 58.198380, 57.509761 
2.510000, 73.121968, 70.050685, 62.301831, 59.936176 
2.512500, 75.073520, 72.297127, 64.837333, 62.368542 
2.515000, 76.947213, 74.438329, 66.926592, 64.801074 
2.517500, 78.785342, 76.472827, 69.034652, 67.180381 
2.520000, 80.603904, 78.417871, 71.155801, 69.492104 
2.522500, 82.390107, 80.289608, 73.274037, 71.749524 
2.525000, 84.119133, 82.104298, 75.366925, 73.974585 
2.527500, 85.770797, 83.876776, 77.413307, 76.183724 
2.530000, 87.335909, 85.614712, 79.401006, 78.383246 
2.532500, 88.825627, 87.306391, 81.341882, 80.555873 
2.535000, 90.246746, 88.942666, 83.241248, 82.691543 
2.537500, 91.606114, 90.514925, 85.103453, 84.781424 
2.540000, 92.908530, 92.017009, 86.929421, 86.820362 
2.542500, 94.155585, 93.446468, 88.717890, 88.805477 
2.545000, 95.346915, 94.803143, 90.466526, 90.735537 
2.547500, 96.481069, 96.088296, 92.172454, 92.610257 
2.550000, 97.556306, 97.303828, 93.832695, 94.429854 
2.552500, 98.571029, 98.451843, 95.444461, 96.194739 
2.555000, 99.524000, 99.534419, 97.005346, 97.905323 
2.557500, 100.414472, 100.553457, 98.513442, 99.561887 
2.560000, 101.242248, 101.510604, 99.967403, 101.164510 
2.562500, 102.007686, 102.407227, 101.366442, 102.713048 
2.565000, 102.711656, 103.244432, 102.710292, 104.207168 
2.567500, 103.355468, 104.023124, 103.999124, 105.646399 
2.570000, 103.940768, 104.744081, 105.233455, 107.030217 
2.572500, 104.469443, 105.408037, 106.414047, 108.358127 
2.575000, 104.943513, 106.015764, 107.541808, 109.629738 
2.577500, 105.365052, 106.568134, 108.617712, 110.844831 
2.580000, 105.736118, 107.066171, 109.642740, 112.003401 
2.582500, 106.058709, 107.511079, 110.617834, 113.105680 
2.585000, 106.334735, 107.904247, 111.543881, 114.152142 
2.587500, 106.566015, 108.247241, 112.421713, 115.143485 
2.590000, 106.754284, 108.541783, 113.252113, 116.080607 
2.592500, 106.901208, 108.789715, 114.035843, 116.964566 
2.595000, 107.008414, 108.992963, 114.773664, 117.796541 
2.597500, 107.077506, 109.153502, 115.466367, 118.577794 
2.600000, 107.110093, 109.273321, 116.114791, 119.309634 
2.602500, 107.107805, 109.354394, 116.719842, 119.993388 
2.605000, 107.072301, 109.398661, 117.282500, 120.630380 
2.607500, 107.005275, 109.408017, 117.803825, 121.221918 
2.610000, 106.908456, 109.384298, 118.284951, 121.769290 
2.612500, 106.783595, 109.329289, 118.727075, 122.273760 
2.615000, 106.632461, 109.244723, 119.131449, 122.736574 
2.617500, 106.456822, 109.132286, 119.499361, 123.158968 
2.620000, 106.258436, 108.993630, 119.832121, 123.542174 
2.622500, 106.039036, 108.830373, 120.131048, 123.887425 
2.625000, 105.800319, 108.644111, 120.397456, 124.195966 
2.627500, 105.543939, 108.436418, 120.632647, 124.469051 
2.630000, 105.271499, 108.208851, 120.837901, 124.707949 
2.632500, 104.984549, 107.962947, 121.014476, 124.913939 
2.635000, 104.684584, 107.700223, 121.163603, 125.088310 
2.637500, 104.373046, 107.422169, 121.286486, 125.232356 
2.640000, 104.051323, 107.130249, 121.384306, 125.347367 
2.642500, 103.720756, 106.825890, 121.458222, 125.434627 
2.645000, 103.360943, 106.510695, 121.509235, 125.495164 
2.647500, 102.530002, 106.192062, 121.541404, 125.527649 
2.650000, 101.745035, 105.872445, 121.558465, 125.534780 
2.652500, 101.005626, 105.553029, 121.562222, 125.518117 
2.655000, 100.313585, 105.175558, 121.552767, 125.479382 
2.657500, 99.705185, 104.430443, 121.527737, 125.422252 
2.660000, 99.143330, 103.736400, 121.488434, 125.349528 
2.662500, 98.708682, 103.083321, 121.433392, 125.261938 
2.665000, 98.296646, 102.471889, 121.364321, 125.160884 
2.667500, 97.928578, 101.895420, 121.282366, 125.047139 
2.670000, 97.714240, 101.335526, 121.188794, 124.922697 
2.672500, 97.499794, 100.898026, 121.081566, 124.784142 
2.675000, 97.286251, 100.490397, 120.961613, 124.632101 
2.677500, 97.074958, 100.095588, 120.830311, 124.467847 
2.680000, 96.865792, 99.808068, 120.689870, 124.293102 
2.682500, 96.657821, 99.598201, 120.541198, 124.107871 
2.685000, 96.452684, 99.383352, 120.383351, 123.911260 
2.687500, 96.252165, 99.166122, 120.216679, 123.704062 
2.690000, 96.057107, 98.948666, 120.041963, 123.487520 
2.692500, 95.867856, 98.732442, 119.860009, 123.262723 
2.695000, 95.684796, 98.518667, 119.671552, 123.030516 
2.697500, 95.508394, 98.308417, 119.477324, 122.791613 
2.700000, 95.339096, 98.102556, 119.278075, 122.546668 
2.702500, 95.177282, 97.901742, 119.074555, 122.296284 
2.705000, 95.023278, 97.706479, 118.867487, 122.041024 
2.707500, 94.876716, 97.517281, 118.659519, 121.667153 
2.710000, 94.735669, 97.332320, 118.332038, 121.131590 
2.712500, 94.601379, 97.150927, 117.965351, 120.588699 
2.715000, 94.477351, 96.976032, 117.606801, 120.051372 
2.717500, 94.365181, 96.809194, 117.227219, 119.553456 
2.720000, 94.264786, 96.651232, 116.868488, 119.074820 
2.722500, 94.175914, 96.502863, 116.529985, 118.617569 
2.725000, 94.098112, 96.364660, 116.211884, 118.183878 
2.727500, 94.030638, 96.236848, 115.913278, 117.774069 
2.730000, 93.972685, 96.119421, 115.632726, 117.387247 
2.732500, 93.923539, 96.012239, 115.368926, 117.022095 
2.735000, 93.883261, 95.915548, 115.105181, 116.710757 
2.737500, 93.852049, 95.829539, 114.849550, 116.480977 
2.740000, 93.829462, 95.753162, 114.607777, 116.322398 
2.742500, 93.814169, 95.684950, 114.386665, 116.161976 
2.745000, 93.805273, 95.623627, 114.178835, 116.000778 
2.747500, 93.802581, 95.568547, 113.981238, 115.839860 
2.750000, 93.806240, 95.519373, 113.793937, 115.679987 
2.752500, 93.816390, 95.475790, 113.617585, 115.521728 
2.755000, 93.833065, 95.437444, 113.452416, 115.365508 
2.757500, 93.856198, 95.403975, 113.298273, 115.211637 
2.760000, 93.885723, 95.375153, 113.159733, 115.060112 
2.762500, 93.965897, 95.350534, 113.041536, 114.911275 
2.765000, 94.104471, 95.328611, 112.943588, 114.765682 
2.767500, 94.260267, 95.309048, 112.866407, 114.622602 
2.770000, 94.412331, 95.291643, 112.788859, 114.482591 
2.772500, 94.561596, 95.275988, 112.711592, 114.345819 
2.775000, 94.708794, 95.261799, 112.635253, 114.212305 
2.777500, 94.854165, 95.248967, 112.560338, 114.082008 
2.780000, 94.997667, 95.237450, 112.487229, 113.954912 
2.782500, 95.139148, 95.227207, 112.416212, 113.831037 
2.785000, 95.278402, 95.218201, 112.347482, 113.710428 
2.787500, 95.415188, 95.210412, 112.281159, 113.593147 
2.790000, 95.549255, 95.203839, 112.217299, 113.479266 
2.792500, 95.680368, 95.198487, 112.155919, 113.368862 
2.795000, 95.808331, 95.194364, 112.097006, 113.262010 
2.797500, 95.932992, 95.191467, 112.040534, 113.158774 
2.800000, 96.054246, 95.189784, 111.986469, 113.059206 
2.802500, 96.168225, 95.218599, 111.935150, 112.963481 
2.805000, 96.277366, 95.252912, 111.886383, 112.871291 
2.807500, 96.382241, 95.286397, 111.839954, 112.782423 
2.810000, 96.482718, 95.318688, 111.795771, 112.696862 
2.812500, 96.578862, 95.349712, 111.753813, 112.614647 
2.815000, 96.670840, 95.379594, 111.714084, 112.535797 
2.817500, 96.758279, 95.415724, 111.676530, 112.460148 
2.820000, 96.840876, 95.457497, 111.641141, 112.387495 
2.822500, 96.919237, 95.496846, 111.608032, 112.317921 
2.825000, 96.993645, 95.533890, 111.577237, 112.251435 
2.827500, 97.064324, 95.568790, 111.548747, 112.188013 
2.830000, 97.131420, 95.601674, 111.522541, 112.127612 
2.832500, 97.195042, 95.632654, 111.498594, 112.070185 
2.835000, 97.255286, 95.661838, 111.476878, 112.015688 
2.837500, 97.311323, 95.690082, 111.471135, 111.963853 
2.840000, 97.363067, 95.717352, 111.475668, 111.914490 
2.842500, 97.411104, 95.743205, 111.482191, 111.867620 
2.845000, 97.455711, 95.767708, 111.490388, 111.823207 
2.847500, 97.497088, 95.790955, 111.500076, 111.781190 
2.850000, 97.535353, 95.813030, 111.511220, 111.741493 
2.852500, 97.570595, 95.834012, 111.523812, 111.704051 
2.855000, 97.602901, 95.853982, 111.537812, 111.668803 
2.857500, 97.632354, 95.873023, 111.553148, 111.635697 
2.860000, 97.659040, 95.891223, 111.569731, 111.604680 
2.862500, 97.683041, 95.908662, 111.587470, 111.575706 
2.865000, 97.704447, 95.925725, 111.608901, 111.548623 
2.867500, 97.723095, 95.942689, 111.635231, 111.523244 
2.870000, 97.738968, 95.959090, 111.663268, 111.499645 
2.872500, 97.752318, 95.974909, 111.692430, 111.477821 
2.875000, 97.763372, 95.990178, 111.722170, 111.457727 
2.877500, 97.772287, 96.004939, 111.752276, 111.439290 
2.880000, 97.779174, 96.019234, 111.782706, 111.422434 
2.882500, 97.784127, 96.033106, 111.813443, 111.407089 
2.885000, 97.787237, 96.046601, 111.844439, 111.393192 
2.887500, 97.788588, 96.059767, 111.875625, 111.380684 
2.890000, 97.788260, 96.072650, 111.906919, 111.369514 
2.892500, 97.786331, 96.085299, 111.938240, 111.359631 
2.895000, 97.782876, 96.097758, 111.969510, 111.350992 
2.897500, 97.779268, 96.108323, 111.996644, 111.368213 
2.900000, 97.774269, 96.118297, 112.023212, 111.389857 
2.902500, 97.767740, 96.127977, 112.049754, 111.411165 
2.905000, 97.759893, 96.137399, 112.075645, 111.432066 
2.907500, 97.750917, 96.146590, 112.100543, 111.452566 
2.910000, 97.740962, 96.155553, 112.124380, 111.472723 
2.912500, 97.730167, 96.164276, 112.147204, 111.492595 
2.915000, 97.718659, 96.172740, 112.169080, 111.512216 
2.917500, 97.706559, 96.180929, 112.190061, 111.531595 
2.920000, 97.693974, 96.188834, 112.210187, 111.550727 
2.922500, 97.680996, 96.196453, 112.229493, 111.569602 
2.925000, 97.667938, 96.203750, 112.247164, 111.590255 
2.927500, 97.655076, 96.210707, 112.262323, 111.615571 
2.930000, 97.641793, 96.217372, 112.277460, 111.640957 
2.932500, 97.628198, 96.223724, 112.292263, 111.666177 
2.935000, 97.614410, 96.229790, 112.306354, 111.690904 
2.937500, 97.600515, 96.235595, 112.319554, 111.714986 
2.940000, 97.586577, 96.241164, 112.331829, 111.738399 
2.942500, 97.572641, 96.246516, 112.343204, 111.761166 
2.945000, 97.558748, 96.251669, 112.353722, 111.783308 
2.947500, 97.544932, 96.256641, 112.363422, 111.804840 
2.950000, 97.531224, 96.261450, 112.372342, 111.825767 
2.952500, 97.517650, 96.266113, 112.380519, 111.846091 
2.955000, 97.504233, 96.270644, 112.387989, 111.865811 
2.957500, 97.490996, 96.275059, 112.394788, 111.884927 
2.960000, 97.477957, 96.279368, 112.400952, 111.903437 
2.962500, 97.465135, 96.283584, 112.406516, 111.921341 
2.965000, 97.452544, 96.287715, 112.411513, 111.938640 
2.967500, 97.440200, 96.291769, 112.415977, 111.955338 
2.970000, 97.428114, 96.295753, 112.419938, 111.971438 
2.972500, 97.416297, 96.299672, 112.423427, 111.986945 
2.975000, 97.404760, 96.303532, 112.426471, 112.001868 
2.977500, 97.393509, 96.307337, 112.429099, 112.016214 
2.980000, 97.382551, 96.311091, 112.431335, 112.029996 
2.982500, 97.371891, 96.314796, 112.433204, 112.043223 
2.985000, 97.361531, 96.318456, 112.434728, 112.055910 
2.987500, 97.351475, 96.322073, 112.435929, 112.068069 
2.990000, 97.341723, 96.325649, 112.436827, 112.079716 
2.992500, 97.332275, 96.329187, 112.437443, 112.090865 
2.995000, 97.323129, 96.332686, 112.437795, 112.101532 
2.997500, 97.314286, 96.336150, 112.437900, 112.111732 
3.000000, 97.305741, 96.339578, 112.437778, 112.121481 
3.002500, 97.297491, 96.342970, 112.437443, 112.130795 
3.005000, 97.289535, 96.346327, 112.436913, 112.139688 
3.007500, 97.281866, 96.349648, 112.436203, 112.148176 
3.010000, 97.274482, 96.352932, 112.435328, 112.156273 
3.012500, 97.267378, 96.356180, 112.434303, 112.163995 
3.015000, 97.260548, 96.359389, 112.433142, 112.171355 
3.017500, 97.253987, 96.362558, 112.431859, 112.178367 
3.020000, 97.247690, 96.365688, 112.430465, 112.185045 
3.022500, 97.241651, 96.368775, 112.428975, 112.191403 
3.025000, 97.235864, 96.371820, 112.427399, 112.197452 
3.027500, 97.230323, 96.374820, 112.425748, 112.203206 
3.030000, 97.225020, 96.377775, 112.424034, 112.208678 
3.032500, 97.219951, 96.380683, 112.422265, 112.213878 
3.035000, 97.215107, 96.383543, 112.420451, 112.218819 
3.037500, 97.210482, 96.386355, 112.418600, 112.223512 
3.040000, 97.206069, 96.389118, 112.416722, 112.227968 
3.042500, 97.201862, 96.391830, 112.414823, 112.232199 
3.045000, 97.197853, 96.394491, 112.412910, 112.236214 
3.047500, 97.194035, 96.397100, 112.410991, 112.240023 
3.050000, 97.190403, 96.399657, 112.409070, 112.243636 
3.052500, 97.186948, 96.402160, 112.407155, 112.247062 
3.055000, 97.183665, 96.404610, 112.405249, 112.250311 
3.057500, 97.180547, 96.407006, 112.403357, 112.253392 
3.060000, 97.177588, 96.409347, 112.401485, 112.256311 
3.062500, 97.174781, 96.411634, 112.399635, 112.259078 
3.065000, 97.172120, 96.413866, 112.397812, 112.261700 
3.067500, 97.169600, 96.416043, 112.396019, 112.264185 
3.070000, 97.167213, 96.418164, 112.394259, 112.266539 
3.072500, 97.164956, 96.420230, 112.392534, 112.268770 
3.075000, 97.162822, 96.422241, 112.390846, 112.270883 
3.077500, 97.160806, 96.424196, 112.389199, 112.272885 
3.080000, 97.158903, 96.426097, 112.387592, 112.274781 
3.082500, 97.157107, 96.427943, 112.386029, 112.276578 
3.085000, 97.155413, 96.429735, 112.384510, 112.278281 
3.087500, 97.153818, 96.431472, 112.383037, 112.279895 
3.090000, 97.152316, 96.433157, 112.381609, 112.281425 
3.092500, 97.150903, 96.434788, 112.380228, 112.282874 
3.095000, 97.149574, 96.436367, 112.378895, 112.284249 
3.097500, 97.148325, 96.437895, 112.377609, 112.285553 
3.100000, 97.147153, 96.439371, 112.376370, 112.286790 
3.102500, 97.146054, 96.440797, 112.375180, 112.287963 
3.105000, 97.145024, 96.442174, 112.374037, 112.289077 
3.107500, 97.144059, 96.443502, 112.372941, 112.290135 
3.110000, 97.143155, 96.444782, 112.371892, 112.291139 
3.112500, 97.142311, 96.446015, 112.370890, 112.292094 
3.115000, 97.141522, 96.447203, 112.369933, 112.293001 
3.117500, 97.140786, 96.448345, 112.369022, 112.293864 
3.120000, 97.140100, 96.449443, 112.368155, 112.294685 
3.122500, 97.139461, 96.450497, 112.367333, 112.295466 
3.125000, 97.138866, 96.451510, 112.366553, 112.296210 
3.127500, 97.138313, 96.452481, 112.365815, 112.296919 
3.130000, 97.137800, 96.453412, 112.365119, 112.297596 
3.132500, 97.137324, 96.454305, 112.364463, 112.298241 
3.135000, 97.136884, 96.455159, 112.363845, 112.298856 
3.137500, 97.136477, 96.455976, 112.363267, 112.299444 
3.140000, 97.136100, 96.456757, 112.362725, 112.300006 
3.142500, 97.135754, 96.457503, 112.362219, 112.300544 
3.145000, 97.135435, 96.458215, 112.361748, 112.301058 
3.147500, 97.135141, 96.458894, 112.361311, 112.301551 
3.150000, 97.134873, 96.459542, 112.360906, 112.302023 
3.152500, 97.134627, 96.460159, 112.360533, 112.302475 
3.155000, 97.134402, 96.460746, 112.360191, 112.302910 
3.157500, 97.134198, 96.461304, 112.359877, 112.303327 
3.160000, 97.134012, 96.461835, 112.359592, 112.303728 
3.162500, 97.133844, 96.462338, 112.359335, 112.304113 
3.165000, 97.133693, 96.462816, 112.359103, 112.304484 
3.167500, 97.133557, 96.463270, 112.358896, 112.304841 
3.170000, 97.133435, 96.463699, 112.358713, 112.305185 
3.172500, 97.133327, 96.464105, 112.358553, 112.305517 
3.175000, 97.133231, 96.464489, 112.358414, 112.305837 
3.177500, 97.133147, 96.464852, 112.358297, 112.306146 
3.180000, 97.133073, 96.465195, 112.358199, 112.306444 
3.182500, 97.133010, 96.465519, 112.358120, 112.306733 
3.185000, 97.132956, 96.465823, 112.358059, 112.307012 
3.187500, 97.132911, 96.466110, 112.358015, 112.307282 
3.190000, 97.132874, 96.466380, 112.357987, 112.307544 
3.192500, 97.132844, 96.466633, 112.357975, 112.307798 
3.195000, 97.132821, 96.466871, 112.357976, 112.308044 
3.197500, 97.132804, 96.467094, 112.357992, 112.308283 
3.200000, 97.132794, 96.467303, 112.358020, 112.308514 
3.202500, 97.132788, 96.467499, 112.358060, 112.308739 
3.205000, 97.132788, 96.467682, 112.358111, 112.308958 
3.207500, 97.132792, 96.467853, 112.358173, 112.309170 
3.210000, 97.132801, 96.468012, 112.358245, 112.309377 
3.212500, 97.132813, 96.468160, 112.358326, 112.309578 
3.215000, 97.132829, 96.468298, 112.358415, 112.309774 
3.217500, 97.132848, 96.468426, 112.358512, 112.309965 
3.220000, 97.132869, 96.468545, 112.358617, 112.310150 
3.222500, 97.132894, 96.468655, 112.358728, 112.310332 
3.225000, 97.132920, 96.468757, 112.358846, 112.310508 
3.227500, 97.132949, 96.468851, 112.358969, 112.310680 
3.230000, 97.132980, 96.468938, 112.359098, 112.310848 
3.232500, 97.133012, 96.469018, 112.359231, 112.311012 
3.235000, 97.133046, 96.469091, 112.359369, 112.311172 
3.237500, 97.133081, 96.469158, 112.359510, 112.311329 
3.240000, 97.133117, 96.469220, 112.359655, 112.311481 
3.242500, 97.133154, 96.469276, 112.359803, 112.311630 
3.245000, 97.133192, 96.469328, 112.359953, 112.311776 
3.247500, 97.133231, 96.469374, 112.360106, 112.311919 
3.250000, 97.133271, 96.469417, 112.360261, 112.312058 
3.252500, 97.133310, 96.469455, 112.360418, 112.312195 
3.255000, 97.133350, 96.469489, 112.360575, 112.312328 
3.257500, 97.133391, 96.469521, 112.360734, 112.312459 
3.260000, 97.133431, 96.469548, 112.360894, 112.312586 
3.262500, 97.133472, 96.469573, 112.361055, 112.312712 
3.265000, 97.133513, 96.469596, 112.361215, 112.312834 
3.267500, 97.133553, 96.469615, 112.361376, 112.312954 
3.270000, 97.133594, 96.469633, 112.361537, 112.313072 
3.272500, 97.133634, 96.469648, 112.361698, 112.313187 
3.275000, 97.133674, 96.469661, 112.361858, 112.313300 
3.277500, 97.133714, 96.469673, 112.362018, 112.313410 
3.280000, 97.133753, 96.469683, 112.362177, 112.313519 
3.282500, 97.133792, 96.469692, 112.362335, 112.313625 
3.285000, 97.133830, 96.469699, 112.362491, 112.313729 
3.287500, 97.133869, 96.469705, 112.362647, 112.313831 
3.290000, 97.133906, 96.469710, 112.362802, 112.313932 
3.292500, 97.133943, 96.469715, 112.362955, 112.314030 
3.295000, 97.133980, 96.469718, 112.363107, 112.314127 
3.297500, 97.134016, 96.469721, 112.363257, 112.314221 
3.300000, 97.134051, 96.469723, 112.363406, 112.314314 
3.302500, 97.134086, 96.469725, 112.363553, 112.314406 
3.305000, 97.134120, 96.469727, 112.363698, 112.314495 
3.307500, 97.134153, 96.469728, 112.363842, 112.314583 
3.310000, 97.134186, 96.469729, 112.363983, 112.314670 
3.312500, 97.134218, 96.469729, 112.364123, 112.314755 
3.315000, 97.134250, 96.469730, 112.364261, 112.314838 
3.317500, 97.134281, 96.469730, 112.364397, 112.314920 
3.320000, 97.134311, 96.469730, 112.364531, 112.315001 
3.322500, 97.134341, 96.469731, 112.364663, 112.315080 
3.325000, 97.134370, 96.469731, 112.364793, 112.315158 
3.327500, 97.134398, 96.469732, 112.364921, 112.315234 
3.330000, 97.134425, 96.469733, 112.365047, 112.315310 
3.332500, 97.134452, 96.469734, 112.365171, 112.315384 
3.335000, 97.134478, 96.469735, 112.365293, 112.315456 
3.337500, 97.134504, 96.469736, 112.365413, 112.315528 
3.340000, 97.134529, 96.469737, 112.365530, 112.315598 
3.342500, 97.134553, 96.469739, 112.365646, 112.315668 
3.345000, 97.134576, 96.469741, 112.365760, 112.315736 
3.347500, 97.134599, 96.469744, 112.365872, 112.315803 
3.350000, 97.134621, 96.469746, 112.365982, 112.315869 
3.352500, 97.134643, 96.469749, 112.366090, 112.315934 
3.355000, 97.134664, 96.469753, 112.366196, 112.315998 
3.357500, 97.134684, 96.469756, 112.366300, 112.316061 
3.360000, 97.134704, 96.469760, 112.366403, 112.316122 
3.362500, 97.134723, 96.469765, 112.366503, 112.316183 
3.365000, 97.134741, 96.469769, 112.366601, 112.316244 
3.367500, 97.134759, 96.469774, 112.366698, 112.316303 
3.370000, 97.134777, 96.469780, 112.366793, 112.316361 
3.372500, 97.134793, 96.469785, 112.366886, 112.316418 
3.375000, 97.134810, 96.469791, 112.366977, 112.316475 
3.377500, 97.134825, 96.469798, 112.367067, 112.316530 
3.380000, 97.134840, 96.469804, 112.367155, 112.316585 
3.382500, 97.134855, 96.469811, 112.367241, 112.316639 
3.385000, 97.134869, 96.469818, 112.367326, 112.316692 
3.387500, 97.134882, 96.469826, 112.367409, 112.316745 
3.390000, 97.134895, 96.469834, 112.367491, 112.316797 
3.392500, 97.134907, 96.469842, 112.367570, 112.316847 
3.395000, 97.134919, 96.469850, 112.367649, 112.316898 
3.397500, 97.134931, 96.469859, 112.367726, 112.316947 
3.400000, 97.134942, 96.469868, 112.367801, 112.316996 
3.402500, 97.134952, 96.469877, 112.367875, 112.317044 
3.405000, 97.134962, 96.469887, 112.367948, 112.317091 
3.407500, 97.134972, 96.469896, 112.368019, 112.317138 
3.410000, 97.134981, 96.469906, 112.368089, 112.317184 
3.412500, 97.134990, 96.469916, 112.368158, 112.317229 
3.415000, 97.134998, 96.469927, 112.368225, 112.317274 
3.417500, 97.135006, 96.469937, 112.368291, 112.317318 
3.420000, 97.135014, 96.469948, 112.368356, 112.317361 
3.422500, 97.135021, 96.469959, 112.368419, 112.317404 
3.425000, 97.135028, 96.469970, 112.368482, 112.317446 
3.427500, 97.135035, 96.469981, 112.368543, 112.317487 
3.430000, 97.135041, 96.469993, 112.368603, 112.317528 
3.432500, 97.135046, 96.470004, 112.368662, 112.317568 
3.435000, 97.135052, 96.470016, 112.368720, 112.317608 
3.437500, 97.135057, 96.470028, 112.368777, 112.317647 
3.440000, 97.135062, 96.470040, 112.368833, 112.317686 
3.442500, 97.135066, 96.470052, 112.368888, 112.317724 
3.445000, 97.135070, 96.470064, 112.368941, 112.317761 
3.447500, 97.135074, 96.470076, 112.368994, 112.317798 
3.450000, 97.135078, 96.470089, 112.369046, 112.317835 
3.452500, 97.135081, 96.470101, 112.369097, 112.317870 
3.455000, 97.135084, 96.470114, 112.369147, 112.317906 
3.457500, 97.135087, 96.470126, 112.369196, 112.317941 
3.460000, 97.135089, 96.470139, 112.369245, 112.317975 
3.462500, 97.135091, 96.470152, 112.369292, 112.318009 
3.465000, 97.135093, 96.470164, 112.369339, 112.318042 
3.467500, 97.135095, 96.470177, 112.369385, 112.318075 
3.470000, 97.135096, 96.470190, 112.369430, 112.318107 
3.472500, 97.135098, 96.470203, 112.369474, 112.318139 
3.475000, 97.135099, 96.470216, 112.369518, 112.318170 
3.477500, 97.135100, 96.470229, 112.369561, 112.318201 
3.480000, 97.135100, 96.470242, 112.369603, 112.318231 
3.482500, 97.135101, 96.470255, 112.369644, 112.318261 
3.485000, 97.135101, 96.470267, 112.369685, 112.318290 
3.487500, 97.135101, 96.470280, 112.369725, 112.318319 
3.490000, 97.135101, 96.470293, 112.369765, 112.318348 
3.492500, 97.135101, 96.470306, 112.369804, 112.318376 
3.495000, 97.135100, 96.470319, 112.369842, 112.318403 
3.497500, 97.135099, 96.470332, 112.369879, 112.318431 
3.500000, 97.135099, 96.470345, 112.369916, 112.318457 
3.502500, 97.135098, 96.470358, 112.369953, 112.318484 
3.505000, 97.135097, 96.470371, 112.369988, 112.318510 
3.507500, 97.135095, 96.470384, 112.370024, 112.318535 
3.510000, 97.135094, 96.470396, 112.370058, 112.318560 
3.512500, 97.135092, 96.470409, 112.370093, 112.318585 
3.515000, 97.135091, 96.470422, 112.370126, 112.318609 
3.517500, 97.135089, 96.470434, 112.370159, 112.318633 
3.520000, 97.135087, 96.470447, 112.370192, 112.318656 
3.522500, 97.135085, 96.470460, 112.370224, 112.318679 
3.525000, 97.135083, 96.470472, 112.370256, 112.318702 
3.527500, 97.135081, 96.470485, 112.370287, 112.318724 
3.530000, 97.135078, 96.470497, 112.370318, 112.318746 
3.532500, 97.135076, 96.470510, 112.370348, 112.318768 
3.535000, 97.135073, 96.470522, 112.370378, 112.318789 
3.537500, 97.135071, 96.470534, 112.370407, 112.318809 
3.540000, 97.135068, 96.470546, 112.370436, 112.318830 
3.542500, 97.135065, 96.470559, 112.370465, 112.318850 
3.545000, 97.135062, 96.470571, 112.370493, 112.318870 
3.547500, 97.135059, 96.470583, 112.370521, 112.318889 
3.550000, 97.135056, 96.470595, 112.370548, 112.318908 
3.552500, 97.135053, 96.470607, 112.370575, 112.318927 
3.555000, 97.135050, 96.470619, 112.370602, 112.318945 
3.557500, 97.135046, 96.470631, 112.370628, 112.318963 
3.560000, 97.135043, 96.470642, 112.370654, 112.318981 
3.562500, 97.135039, 96.470654, 112.370679, 112.318998 
3.565000, 97.135036, 96.470666, 112.370704, 112.319015 
3.567500, 97.135032, 96.470677, 112.370729, 112.319032 
3.570000, 97.135028, 96.470689, 112.370754, 112.319048 
3.572500, 97.135025, 96.470700, 112.370778, 112.319064 
3.575000, 97.135021, 96.470712, 112.370802, 112.319080 
3.577500, 97.135017, 96.470723, 112.370825, 112.319095 
3.580000, 97.135013, 96.470734, 112.370848, 112.319111 
3.582500, 97.135009, 96.470746, 112.370871, 112.319126 
3.585000, 97.135005, 96.470757, 112.370894, 112.319140 
3.587500, 97.135001, 96.470768, 112.370916, 112.319154 
3.590000, 97.134997, 96.470779, 112.370938, 112.319168 
3.592500, 97.134993, 96.470790, 112.370960, 112.319182 
3.595000, 97.134989, 96.470801, 112.370981, 112.319196 
3.597500, 97.134984, 96.470812, 112.371002, 112.319209 
3.600000, 97.134980, 96.470822, 112.371023, 112.319222 
3.602500, 97.134976, 96.470833, 112.371044, 112.319234 
3.605000, 97.134971, 96.470844, 112.371064, 112.319247 
3.607500, 97.134967, 96.470854, 112.371085, 112.319259 
3.610000, 97.134962, 96.470865, 112.371104, 112.319271 
3.612500, 97.134958, 96.470875, 112.371124, 112.319282 
3.615000, 97.134953, 96.470886, 112.371143, 112.319294 
3.617500, 97.134949, 96.470896, 112.371163, 112.319305 
3.620000, 97.134944, 96.470907, 112.371181, 112.319316 
3.622500, 97.134939, 96.470917, 112.371200, 112.319327 
3.625000, 97.134935, 96.470927, 112.371219, 112.319337 
3.627500, 97.134930, 96.470937, 112.371237, 112.319347 
3.630000, 97.134925, 96.470947, 112.371255, 112.319357 
3.632500, 97.134921, 96.470957, 112.371273, 112.319367 
3.635000, 97.134916, 96.470967, 112.371290, 112.319376 
3.637500, 97.134911, 96.470977, 112.371308, 112.319386 
3.640000, 97.134906, 96.470987, 112.371325, 112.319395 
3.642500, 97.134901, 96.470997, 112.371342, 112.319404 
